ds,yhat
2018-08-08 18:00:00,58.33259320015408
2018-08-08 19:00:00,56.8550598638824
2018-08-08 20:00:00,55.38702209260023
2018-08-08 21:00:00,54.270438038044645
2018-08-08 22:00:00,53.632099042714465
2018-08-08 23:00:00,53.106164742654435
2018-08-09 00:00:00,52.23980430909113
2018-08-09 01:00:00,51.75064438735372
2018-08-09 02:00:00,51.71162947618981
2018-08-09 03:00:00,52.71882714610461
2018-08-09 04:00:00,54.439876250010514
2018-08-09 05:00:00,56.30860102895356
2018-08-09 06:00:00,57.833996087750776
2018-08-09 07:00:00,58.1949131670171
2018-08-09 08:00:00,58.28829359054602
2018-08-09 09:00:00,57.44482715209594
2018-08-09 10:00:00,56.557919481791124
2018-08-09 11:00:00,55.90777214912919
2018-08-09 12:00:00,55.74831316102438
2018-08-09 13:00:00,55.79605861687845
2018-08-09 14:00:00,56.22641388198017
2018-08-09 15:00:00,57.10978858442668
2018-08-09 16:00:00,57.8148901581234
2018-08-09 17:00:00,57.88747008049375
2018-08-09 18:00:00,57.13720796665792
2018-08-09 19:00:00,55.926245034084275
2018-08-09 20:00:00,54.72371986063044
2018-08-09 21:00:00,53.61918512128777
2018-08-09 22:00:00,52.82892783066163
2018-08-09 23:00:00,52.30823297532697
2018-08-10 00:00:00,51.64149982548502
2018-08-10 01:00:00,51.13822720214135
2018-08-10 02:00:00,51.23911987159476
2018-08-10 03:00:00,52.10822820227143
2018-08-10 04:00:00,53.93990929567508
2018-08-10 05:00:00,56.181144205620946
2018-08-10 06:00:00,57.83177641509363
2018-08-10 07:00:00,58.78893592728119
2018-08-10 08:00:00,58.86085572317884
2018-08-10 09:00:00,58.45981971844308
2018-08-10 10:00:00,57.93394082800348
2018-08-10 11:00:00,57.27336925239088
2018-08-10 12:00:00,56.480241117727594
2018-08-10 13:00:00,56.17688355222633
2018-08-10 14:00:00,56.469433719433326
2018-08-10 15:00:00,57.181259029970015
2018-08-10 16:00:00,57.973470357212726
2018-08-10 17:00:00,58.04151692561369
2018-08-10 18:00:00,57.25479930742974
2018-08-10 19:00:00,55.98553046283447
2018-08-10 20:00:00,54.73572195502021
2018-08-10 21:00:00,53.61822405102758
2018-08-10 22:00:00,52.79255638785905
2018-08-10 23:00:00,52.14322850248669
2018-08-11 00:00:00,51.69000498057034
2018-08-11 01:00:00,51.14305277617895
2018-08-11 02:00:00,50.98130710641089
2018-08-11 03:00:00,51.71173013176454
2018-08-11 04:00:00,53.445143245878484
2018-08-11 05:00:00,55.30055014932312
2018-08-11 06:00:00,56.571334647530094
2018-08-11 07:00:00,57.17862113927509
2018-08-11 08:00:00,56.97671081322013
2018-08-11 09:00:00,56.12169932729898
2018-08-11 10:00:00,55.20823965171234
2018-08-11 11:00:00,54.28788301196506
2018-08-11 12:00:00,53.662865205018015
2018-08-11 13:00:00,53.64103879205526
2018-08-11 14:00:00,54.01279248874685
2018-08-11 15:00:00,54.7649982199298
2018-08-11 16:00:00,55.32452768868504
2018-08-11 17:00:00,55.409584240681546
2018-08-11 18:00:00,54.66269533994402
2018-08-11 19:00:00,53.25696731825815
2018-08-11 20:00:00,52.14181873794545
2018-08-11 21:00:00,50.94877371647131
2018-08-11 22:00:00,50.18675837524691
2018-08-11 23:00:00,49.49325526415275
2018-08-12 00:00:00,48.77135842790421
2018-08-12 01:00:00,48.12602503493348
2018-08-12 02:00:00,48.19003836532848
2018-08-12 03:00:00,49.22622622151449
2018-08-12 04:00:00,50.94785633654211
2018-08-12 05:00:00,52.889020303935915
2018-08-12 06:00:00,54.35590032972092
2018-08-12 07:00:00,55.12868180782713
2018-08-12 08:00:00,54.938046152824235
2018-08-12 09:00:00,54.39975034468497
2018-08-12 10:00:00,53.671142795367516
2018-08-12 11:00:00,52.95490569033557
2018-08-12 12:00:00,52.59771730663482
2018-08-12 13:00:00,52.55621538433961
2018-08-12 14:00:00,53.17944002990278
2018-08-12 15:00:00,54.039440770652725
2018-08-12 16:00:00,54.83552302169402
2018-08-12 17:00:00,55.133446599853556
2018-08-12 18:00:00,54.640951409791995
2018-08-12 19:00:00,53.699184601570195
2018-08-12 20:00:00,52.55499444484645
2018-08-12 21:00:00,51.70302179673549
2018-08-12 22:00:00,51.136340305304735
2018-08-12 23:00:00,50.850139027626255
2018-08-13 00:00:00,50.64493583873361
2018-08-13 01:00:00,50.660009957627366
2018-08-13 02:00:00,50.79221769202818
2018-08-13 03:00:00,52.08843290193899
2018-08-13 04:00:00,54.07713102128747
2018-08-13 05:00:00,55.93837109707319
2018-08-13 06:00:00,57.15949311587621
2018-08-13 07:00:00,57.68000709320293
2018-08-13 08:00:00,57.47698915411913
2018-08-13 09:00:00,56.81936755647753
2018-08-13 10:00:00,56.12770497943845
2018-08-13 11:00:00,55.56800786884963
2018-08-13 12:00:00,55.36164272691622
2018-08-13 13:00:00,55.39457382366868
2018-08-13 14:00:00,56.07489584185448
2018-08-13 15:00:00,56.86688393519003
2018-08-13 16:00:00,57.68618469402833
2018-08-13 17:00:00,57.80444783191078
2018-08-13 18:00:00,57.22295745730321
2018-08-13 19:00:00,56.14393068746349
2018-08-13 20:00:00,54.80411923402171
2018-08-13 21:00:00,53.869150172982735
2018-08-13 22:00:00,53.36599562754355
2018-08-13 23:00:00,52.84467007368584
2018-08-14 00:00:00,52.38551911632623
2018-08-14 01:00:00,52.119217346267085
2018-08-14 02:00:00,52.27888885640385
2018-08-14 03:00:00,53.51684041828297
2018-08-14 04:00:00,55.381633662420434
2018-08-14 05:00:00,57.00935437303921
2018-08-14 06:00:00,58.102848828984015
2018-08-14 07:00:00,58.28350317707824
2018-08-14 08:00:00,57.79547282037356
2018-08-14 09:00:00,56.97558511425203
2018-08-14 10:00:00,56.13286158219994
2018-08-14 11:00:00,55.46222030109149
2018-08-14 12:00:00,55.20617259969704
2018-08-14 13:00:00,55.12875749568761
2018-08-14 14:00:00,55.73296664190258
2018-08-14 15:00:00,56.60363988932721
2018-08-14 16:00:00,57.37819454817925
2018-08-14 17:00:00,57.51729741023133
2018-08-14 18:00:00,56.838795521542345
2018-08-14 19:00:00,55.81298713289356
2018-08-14 20:00:00,54.46381571952756
2018-08-14 21:00:00,53.34467201838622
2018-08-14 22:00:00,52.52000994601323
2018-08-14 23:00:00,51.79494506099295
2018-08-15 00:00:00,51.01129314968159
2018-08-15 01:00:00,50.32717822775315
2018-08-15 02:00:00,50.32090275325504
2018-08-15 03:00:00,51.48391208636751
2018-08-15 04:00:00,53.294675609566454
2018-08-15 05:00:00,55.12044869626001
2018-08-15 06:00:00,56.49724610232439
2018-08-15 07:00:00,57.16729656519213
2018-08-15 08:00:00,57.17173581672778
2018-08-15 09:00:00,56.63096907672276
2018-08-15 10:00:00,55.70941798151023
2018-08-15 11:00:00,54.8641923474545
2018-08-15 12:00:00,54.63189086075056
2018-08-15 13:00:00,54.529009535972065
2018-08-15 14:00:00,55.13208646780859
2018-08-15 15:00:00,55.862749133710786
2018-08-15 16:00:00,56.46696723107736
2018-08-15 17:00:00,56.70031935524525
2018-08-15 18:00:00,55.942256538411286
2018-08-15 19:00:00,54.55557200701252
2018-08-15 20:00:00,53.29775617819681
2018-08-15 21:00:00,52.11095809339137
2018-08-15 22:00:00,51.31098170363495
2018-08-15 23:00:00,50.63842914101947
2018-08-16 00:00:00,49.836241812594686
2018-08-16 01:00:00,49.13493478737676
2018-08-16 02:00:00,49.24088592201122
2018-08-16 03:00:00,50.15680355270511
2018-08-16 04:00:00,51.92058673581407
2018-08-16 05:00:00,54.10740861614113
2018-08-16 06:00:00,55.82339875057736
2018-08-16 07:00:00,56.52035856426586
2018-08-16 08:00:00,56.38889790090474
2018-08-16 09:00:00,55.75122322840776
2018-08-16 10:00:00,54.99355152276678
2018-08-16 11:00:00,54.20228139638194
2018-08-16 12:00:00,53.904408392809465
2018-08-16 13:00:00,53.9487920562179
2018-08-16 14:00:00,54.444327712297856
2018-08-16 15:00:00,55.31931864443227
2018-08-16 16:00:00,56.0604240003749
2018-08-16 17:00:00,56.27357894411118
2018-08-16 18:00:00,55.545902837729656
2018-08-16 19:00:00,54.317020074092014
2018-08-16 20:00:00,52.83713587455002
2018-08-16 21:00:00,51.86318196135345
2018-08-16 22:00:00,51.174154884751545
2018-08-16 23:00:00,50.5847191010052
2018-08-17 00:00:00,49.92510240961349
2018-08-17 01:00:00,49.286625644256105
2018-08-17 02:00:00,49.50945329898845
2018-08-17 03:00:00,50.56904069715437
2018-08-17 04:00:00,52.36593829380145
2018-08-17 05:00:00,54.38910655406958
2018-08-17 06:00:00,55.95340788055758
2018-08-17 07:00:00,56.60196033278649
2018-08-17 08:00:00,56.50889207897661
2018-08-17 09:00:00,56.00931751386634
2018-08-17 10:00:00,55.2370168780062
2018-08-17 11:00:00,54.34239800653468
2018-08-17 12:00:00,54.386965068037895
2018-08-17 13:00:00,54.005971013895696
2018-08-17 14:00:00,54.639668295102865
2018-08-17 15:00:00,55.33943463079441
2018-08-17 16:00:00,56.054472791706445
2018-08-17 17:00:00,56.14956583387918
2018-08-17 18:00:00,55.44271113547231
2018-08-17 19:00:00,54.26972494558849
2018-08-17 20:00:00,52.90664958409542
2018-08-17 21:00:00,51.75118760377693
2018-08-17 22:00:00,50.83688868963125
2018-08-17 23:00:00,50.1359902856622
2018-08-18 00:00:00,49.1831293074196
2018-08-18 01:00:00,48.56523398989273
2018-08-18 02:00:00,48.58091257482789
2018-08-18 03:00:00,49.57956711393608
2018-08-18 04:00:00,51.19393054517314
2018-08-18 05:00:00,53.081065137112006
2018-08-18 06:00:00,54.43332807806058
2018-08-18 07:00:00,55.116524202145165
2018-08-18 08:00:00,54.95075961541522
2018-08-18 09:00:00,54.323123894312815
2018-08-18 10:00:00,53.470790221251605
2018-08-18 11:00:00,52.86398042304245
2018-08-18 12:00:00,52.24353009238572
2018-08-18 13:00:00,52.08832979544993
2018-08-18 14:00:00,52.497331959750916
2018-08-18 15:00:00,52.981195759086354
2018-08-18 16:00:00,53.59978288373947
2018-08-18 17:00:00,53.58996896476688
2018-08-18 18:00:00,52.868018902795974
2018-08-18 19:00:00,51.45285070133294
2018-08-18 20:00:00,50.049399236811624
2018-08-18 21:00:00,48.83412310646981
2018-08-18 22:00:00,48.015921203121685
2018-08-18 23:00:00,47.28550128714794
2018-08-19 00:00:00,46.63816557309372
2018-08-19 01:00:00,46.04708518804476
2018-08-19 02:00:00,46.14942343945667
2018-08-19 03:00:00,47.13086424251475
2018-08-19 04:00:00,48.99170977120793
2018-08-19 05:00:00,50.99352215491327
2018-08-19 06:00:00,52.47562540018381
2018-08-19 07:00:00,53.13040734189968
2018-08-19 08:00:00,53.13650761720784
2018-08-19 09:00:00,52.63609775735489
2018-08-19 10:00:00,51.8402010995323
2018-08-19 11:00:00,51.20885408767654
2018-08-19 12:00:00,50.861455835444
2018-08-19 13:00:00,50.97760201547432
2018-08-19 14:00:00,51.75174112844611
2018-08-19 15:00:00,52.67933277940502
2018-08-19 16:00:00,53.59826652118179
2018-08-19 17:00:00,53.859478296800276
2018-08-19 18:00:00,53.30093190858483
2018-08-19 19:00:00,52.246287190693224
2018-08-19 20:00:00,51.09964170624639
2018-08-19 21:00:00,50.224992059233045
2018-08-19 22:00:00,49.70384618191646
2018-08-19 23:00:00,49.203655522181215
2018-08-20 00:00:00,48.641078793966244
2018-08-20 01:00:00,48.2289316726358
2018-08-20 02:00:00,48.473786191736195
2018-08-20 03:00:00,49.6461791194329
2018-08-20 04:00:00,51.60687926114939
2018-08-20 05:00:00,53.811362753969505
2018-08-20 06:00:00,55.472864019091666
2018-08-20 07:00:00,56.43614155839851
2018-08-20 08:00:00,56.474986554545445
2018-08-20 09:00:00,56.00875508842977
2018-08-20 10:00:00,55.284026075552674
2018-08-20 11:00:00,54.67825545810675
2018-08-20 12:00:00,54.397028842800474
2018-08-20 13:00:00,54.47680224871499
2018-08-20 14:00:00,55.11591941805895
2018-08-20 15:00:00,56.0060510255774
2018-08-20 16:00:00,56.853089357137144
2018-08-20 17:00:00,57.01829220101604
2018-08-20 18:00:00,56.358550123495064
2018-08-20 19:00:00,55.21624741947219
2018-08-20 20:00:00,53.90896812252168
2018-08-20 21:00:00,52.84170374492084
2018-08-20 22:00:00,52.15980499845096
2018-08-20 23:00:00,51.43772705492527
2018-08-21 00:00:00,50.66545389064507
2018-08-21 01:00:00,50.085657730367984
2018-08-21 02:00:00,50.22434229023974
2018-08-21 03:00:00,51.26650461858418
2018-08-21 04:00:00,53.1033216996188
2018-08-21 05:00:00,55.234548252472266
2018-08-21 06:00:00,56.44824189773433
2018-08-21 07:00:00,57.100212225054854
2018-08-21 08:00:00,57.04559225296251
2018-08-21 09:00:00,56.307589265665314
2018-08-21 10:00:00,55.41312410778792
2018-08-21 11:00:00,54.71271550893392
2018-08-21 12:00:00,54.28843873500938
2018-08-21 13:00:00,54.230705019141475
2018-08-21 14:00:00,54.817735982441086
2018-08-21 15:00:00,55.68947268309628
2018-08-21 16:00:00,56.374051544378204
2018-08-21 17:00:00,56.58406849164229
2018-08-21 18:00:00,55.8279138806076
2018-08-21 19:00:00,54.742077568936985
2018-08-21 20:00:00,53.58060021206015
2018-08-21 21:00:00,52.4338002883984
2018-08-21 22:00:00,51.676092808257735
2018-08-21 23:00:00,50.77600078393169
2018-08-22 00:00:00,49.82479697948197
2018-08-22 01:00:00,49.07252882264249
2018-08-22 02:00:00,49.18709789088942
2018-08-22 03:00:00,50.01009020354775
2018-08-22 04:00:00,51.85950911291209
2018-08-22 05:00:00,53.86720909814427
2018-08-22 06:00:00,55.44312457247208
2018-08-22 07:00:00,56.14990687208838
2018-08-22 08:00:00,56.0626081133735
2018-08-22 09:00:00,55.65530666260651
2018-08-22 10:00:00,54.84285787595573
2018-08-22 11:00:00,53.98942364731654
2018-08-22 12:00:00,53.80887753701274
2018-08-22 13:00:00,53.802267008695935
2018-08-22 14:00:00,54.445091865890305
2018-08-22 15:00:00,55.286128307114566
2018-08-22 16:00:00,56.17431507908961
2018-08-22 17:00:00,56.27458847274852
2018-08-22 18:00:00,55.411903556994275
2018-08-22 19:00:00,54.189739223046544
2018-08-22 20:00:00,52.86272081846751
2018-08-22 21:00:00,51.71961016239951
2018-08-22 22:00:00,51.19229475108335
2018-08-22 23:00:00,50.293382193853226
2018-08-23 00:00:00,49.47623645726159
2018-08-23 01:00:00,48.80113960423149
2018-08-23 02:00:00,48.86453809567925
2018-08-23 03:00:00,49.89969941365992
2018-08-23 04:00:00,51.91788954000405
2018-08-23 05:00:00,53.70910461569815
2018-08-23 06:00:00,55.298177977811825
2018-08-23 07:00:00,55.98611673530628
2018-08-23 08:00:00,55.830609601845225
2018-08-23 09:00:00,55.20324535169955
2018-08-23 10:00:00,54.37455838527115
2018-08-23 11:00:00,53.54882084521243
2018-08-23 12:00:00,53.1273226931312
2018-08-23 13:00:00,53.07418111489539
2018-08-23 14:00:00,53.522444825538955
2018-08-23 15:00:00,54.4997521102475
2018-08-23 16:00:00,55.28467291520708
2018-08-23 17:00:00,55.42652802621295
2018-08-23 18:00:00,54.73467455339715
2018-08-23 19:00:00,53.555052631491286
2018-08-23 20:00:00,52.25230996359234
2018-08-23 21:00:00,51.32363135843859
2018-08-23 22:00:00,50.50198838157841
2018-08-23 23:00:00,49.826540694244294
2018-08-24 00:00:00,49.148811828455536
2018-08-24 01:00:00,48.74214843666424
2018-08-24 02:00:00,49.37477471751807
2018-08-24 03:00:00,50.178933099143215
2018-08-24 04:00:00,51.99346047798227
2018-08-24 05:00:00,54.136642578636646
2018-08-24 06:00:00,55.68519453132667
2018-08-24 07:00:00,56.333163908762835
2018-08-24 08:00:00,56.198233050395174
2018-08-24 09:00:00,55.69074084143531
2018-08-24 10:00:00,55.04711611576947
2018-08-24 11:00:00,54.32045062753464
2018-08-24 12:00:00,54.20835261839364
2018-08-24 13:00:00,54.04597078827823
2018-08-24 14:00:00,54.50944241686254
2018-08-24 15:00:00,55.219897760456846
2018-08-24 16:00:00,55.92346275488936
2018-08-24 17:00:00,56.09154385095614
2018-08-24 18:00:00,55.37490469392016
2018-08-24 19:00:00,54.192500188015266
2018-08-24 20:00:00,53.0022870425281
2018-08-24 21:00:00,51.621714603412265
2018-08-24 22:00:00,51.40503880049886
2018-08-24 23:00:00,50.58407694663368
2018-08-25 00:00:00,49.84266940035816
2018-08-25 01:00:00,49.23147037601241
2018-08-25 02:00:00,49.42688223729281
2018-08-25 03:00:00,50.230567403902434
2018-08-25 04:00:00,51.83749553493001
2018-08-25 05:00:00,53.78000516941182
2018-08-25 06:00:00,54.86624228363748
2018-08-25 07:00:00,55.30139031944365
2018-08-25 08:00:00,55.00664331058978
2018-08-25 09:00:00,54.292839076094644
2018-08-25 10:00:00,53.314652137340644
2018-08-25 11:00:00,52.419973181976665
2018-08-25 12:00:00,52.10056546378701
2018-08-25 13:00:00,51.91485217180265
2018-08-25 14:00:00,52.27728238148795
2018-08-25 15:00:00,53.03386409633921
2018-08-25 16:00:00,53.665748587494605
2018-08-25 17:00:00,53.80822572673868
2018-08-25 18:00:00,53.051372445994055
2018-08-25 19:00:00,51.665236883226505
2018-08-25 20:00:00,50.24889991860852
2018-08-25 21:00:00,49.11116275579252
2018-08-25 22:00:00,48.263912909444336
2018-08-25 23:00:00,47.49373681605599
2018-08-26 00:00:00,46.70629660804814
2018-08-26 01:00:00,46.1621206706017
2018-08-26 02:00:00,46.19763059030215
2018-08-26 03:00:00,47.24843039450177
2018-08-26 04:00:00,49.10714314199377
2018-08-26 05:00:00,51.15956917540468
2018-08-26 06:00:00,52.67774668975047
2018-08-26 07:00:00,53.415958143825414
2018-08-26 08:00:00,53.35188407215201
2018-08-26 09:00:00,52.813098034895745
2018-08-26 10:00:00,52.156977762110465
2018-08-26 11:00:00,51.52422996174924
2018-08-26 12:00:00,51.11353131456211
2018-08-26 13:00:00,51.2164361952205
2018-08-26 14:00:00,51.8397404820623
2018-08-26 15:00:00,52.84974750084865
2018-08-26 16:00:00,53.75376826834247
2018-08-26 17:00:00,53.97591600038896
2018-08-26 18:00:00,53.54182751847646
2018-08-26 19:00:00,52.484642046993656
2018-08-26 20:00:00,51.24163023292375
2018-08-26 21:00:00,50.42364053139532
2018-08-26 22:00:00,49.717969781784575
2018-08-26 23:00:00,49.22258552765278
2018-08-27 00:00:00,48.779531521725545
2018-08-27 01:00:00,48.32282225075313
2018-08-27 02:00:00,48.688199704146626
2018-08-27 03:00:00,49.74837154131535
2018-08-27 04:00:00,51.71127492316782
2018-08-27 05:00:00,53.71361420738613
2018-08-27 06:00:00,55.54160781269421
2018-08-27 07:00:00,56.39857683173447
2018-08-27 08:00:00,56.35178376708063
2018-08-27 09:00:00,55.83047103776359
2018-08-27 10:00:00,55.00864566497189
2018-08-27 11:00:00,54.416855406527795
2018-08-27 12:00:00,54.166057369026994
2018-08-27 13:00:00,54.050710672165536
2018-08-27 14:00:00,54.65006819291206
2018-08-27 15:00:00,55.572705571176165
2018-08-27 16:00:00,56.258958670246884
2018-08-27 17:00:00,56.38976894895495
2018-08-27 18:00:00,55.851797876384545
2018-08-27 19:00:00,54.70639196909339
2018-08-27 20:00:00,53.39872310710769
2018-08-27 21:00:00,52.34565529474912
2018-08-27 22:00:00,51.73014964224245
2018-08-27 23:00:00,51.04671373588238
2018-08-28 00:00:00,50.19033839763636
2018-08-28 01:00:00,49.589090178238116
2018-08-28 02:00:00,49.690119895471895
2018-08-28 03:00:00,50.71111757634254
2018-08-28 04:00:00,52.5809676501724
2018-08-28 05:00:00,54.71585545811648
2018-08-28 06:00:00,56.2183735655043
2018-08-28 07:00:00,56.88982816844326
2018-08-28 08:00:00,56.76887801743545
2018-08-28 09:00:00,56.15765471726439
2018-08-28 10:00:00,55.369493474635334
2018-08-28 11:00:00,54.51795261739912
2018-08-28 12:00:00,54.211422667926335
2018-08-28 13:00:00,54.27877640390462
2018-08-28 14:00:00,54.71171481523723
2018-08-28 15:00:00,55.57491803687524
2018-08-28 16:00:00,56.359287197156746
2018-08-28 17:00:00,56.48025627425749
2018-08-28 18:00:00,55.92480282476712
2018-08-28 19:00:00,54.71981211059237
2018-08-28 20:00:00,53.47876387457644
2018-08-28 21:00:00,52.411558808506975
2018-08-28 22:00:00,51.624077952941015
2018-08-28 23:00:00,50.864201452549025
2018-08-29 00:00:00,50.085849849963104
2018-08-29 01:00:00,49.44353195076455
2018-08-29 02:00:00,49.48919884625836
2018-08-29 03:00:00,50.448758293857026
2018-08-29 04:00:00,52.30847695930202
2018-08-29 05:00:00,54.35611480277279
2018-08-29 06:00:00,55.97015903523266
2018-08-29 07:00:00,56.58137938890563
2018-08-29 08:00:00,56.48454075723066
2018-08-29 09:00:00,55.89273508802956
2018-08-29 10:00:00,55.14046445586559
2018-08-29 11:00:00,54.45397298765849
2018-08-29 12:00:00,54.197162139459536
2018-08-29 13:00:00,54.16623800293269
2018-08-29 14:00:00,54.78409767514392
2018-08-29 15:00:00,55.68239901205188
2018-08-29 16:00:00,56.37852846193147
2018-08-29 17:00:00,56.501875077799
2018-08-29 18:00:00,55.81082637111857
2018-08-29 19:00:00,54.568794612580696
2018-08-29 20:00:00,53.186203794535814
2018-08-29 21:00:00,52.0420819949141
2018-08-29 22:00:00,51.234830766011854
2018-08-29 23:00:00,50.551319691877254
2018-08-30 00:00:00,49.80592696364437
2018-08-30 01:00:00,49.19048091160799
2018-08-30 02:00:00,49.255434714282835
