datetime,volume_demand,volume_production,spot_price,krs_temp_2m,krs_app_temp,stv_temp_2m,stv_app_temp,gas_price
2015-12-31 23:00:00,4043.0,7818.0,16.39,6.3,3.3,7.3,1.4,2.28
2016-01-01 00:00:00,4010.0,7694.0,16.04,6.1,3.4,6.9,0.9,2.28
2016-01-01 01:00:00,3930.0,7437.0,15.74,6.3,3.3,7.0,0.9,2.28
2016-01-01 02:00:00,3839.0,7120.0,15.57,6.5,3.0,7.4,1.1,2.28
2016-01-01 03:00:00,3833.0,7041.0,15.47,6.7,2.8,8.0,1.8,2.28
2016-01-01 04:00:00,3944.0,7246.0,15.75,6.8,2.8,7.8,2.3,2.28
2016-01-01 05:00:00,3940.0,6860.0,15.36,6.8,2.8,7.0,2.2,2.28
2016-01-01 06:00:00,4011.0,6990.0,15.37,6.3,2.1,6.8,2.7,2.28
2016-01-01 07:00:00,4126.0,6994.0,15.19,6.2,2.5,6.7,2.8,2.28
2016-01-01 08:00:00,4197.0,7551.0,15.39,6.0,3.0,6.5,2.8,2.28
2016-01-01 09:00:00,4368.0,8109.0,15.78,6.0,3.6,6.3,2.7,2.28
2016-01-01 10:00:00,4448.0,8528.0,16.15,5.8,3.4,6.3,3.0,2.28
2016-01-01 11:00:00,4529.0,8797.0,16.5,5.8,3.5,6.4,3.9,2.28
2016-01-01 12:00:00,4527.0,8990.0,16.72,5.7,3.2,6.5,4.4,2.28
2016-01-01 13:00:00,4629.0,9210.0,17.17,5.4,2.6,6.2,4.2,2.28
2016-01-01 14:00:00,4660.0,9389.0,18.0,4.9,2.1,5.8,3.6,2.28
2016-01-01 15:00:00,4818.0,9506.0,18.53,4.3,1.4,4.5,1.8,2.28
2016-01-01 16:00:00,4838.0,9392.0,19.11,3.8,0.9,3.7,0.7,2.28
2016-01-01 17:00:00,4840.0,9333.0,18.68,3.2,0.3,3.5,0.3,2.28
2016-01-01 18:00:00,4706.0,9296.0,17.93,2.7,-0.5,3.0,-0.3,2.28
2016-01-01 19:00:00,4618.0,9109.0,17.69,2.2,-1.2,2.5,-0.9,2.28
2016-01-01 20:00:00,4508.0,8960.0,17.33,2.2,-1.1,2.4,-1.4,2.28
2016-01-01 21:00:00,4313.0,8528.0,16.75,2.7,-0.7,2.3,-1.8,2.28
2016-01-01 22:00:00,4193.0,8241.0,16.25,3.8,0.6,2.6,-1.6,2.28
2016-01-01 23:00:00,4118.0,8121.0,16.47,4.5,1.2,3.7,-0.9,2.28
2016-01-02 00:00:00,4004.0,7525.0,15.89,4.6,0.8,4.5,-0.6,2.28
2016-01-02 01:00:00,3940.0,6347.0,15.03,4.6,0.1,5.1,-0.1,2.28
2016-01-02 02:00:00,3900.0,5074.0,13.19,4.5,-0.2,5.9,0.7,2.28
2016-01-02 03:00:00,3944.0,4564.0,12.69,4.6,-0.5,6.3,0.9,2.28
2016-01-02 04:00:00,3997.0,4713.0,12.94,4.6,-0.9,6.6,0.9,2.28
2016-01-02 05:00:00,4096.0,5201.0,13.59,4.3,-1.4,6.7,0.8,2.28
2016-01-02 06:00:00,4226.0,6021.0,14.25,3.6,-2.3,6.7,0.5,2.28
2016-01-02 07:00:00,4385.0,7215.0,15.7,3.2,-2.8,6.5,-0.1,2.28
2016-01-02 08:00:00,4581.0,7627.0,15.72,2.7,-3.3,6.0,-1.2,2.28
2016-01-02 09:00:00,4761.0,8092.0,15.97,2.1,-4.1,5.3,-2.5,2.28
2016-01-02 10:00:00,4913.0,8271.0,15.98,1.7,-4.5,4.9,-2.6,2.28
2016-01-02 11:00:00,4980.0,8133.0,15.87,1.4,-5.1,4.3,-3.3,2.28
2016-01-02 12:00:00,4908.0,8296.0,15.98,1.2,-5.6,3.8,-4.1,2.28
2016-01-02 13:00:00,4968.0,8328.0,15.99,0.9,-6.3,3.2,-5.1,2.28
2016-01-02 14:00:00,4995.0,8325.0,15.99,0.6,-6.8,2.6,-6.1,2.28
2016-01-02 15:00:00,5138.0,8561.0,16.22,0.5,-7.0,2.0,-7.3,2.28
2016-01-02 16:00:00,5240.0,8888.0,16.51,0.3,-7.2,1.6,-7.9,2.28
2016-01-02 17:00:00,5248.0,8821.0,16.37,0.2,-7.4,1.3,-8.6,2.28
2016-01-02 18:00:00,5193.0,8631.0,16.08,0.0,-7.4,1.1,-8.8,2.28
2016-01-02 19:00:00,5054.0,8394.0,16.15,-0.1,-7.6,0.8,-9.0,2.28
2016-01-02 20:00:00,4909.0,8026.0,15.83,-0.1,-7.6,0.6,-9.3,2.28
2016-01-02 21:00:00,4790.0,7864.0,15.82,-0.2,-7.8,0.3,-9.5,2.28
2016-01-02 22:00:00,4714.0,7185.0,15.31,-0.3,-7.5,0.1,-9.0,2.28
2016-01-02 23:00:00,4611.0,7222.0,15.99,-0.3,-8.0,0.1,-8.9,2.28
2016-01-03 00:00:00,4576.0,7195.0,15.87,-0.3,-8.2,0.1,-8.9,2.28
2016-01-03 01:00:00,4533.0,7138.0,15.76,-0.2,-7.8,0.0,-9.2,2.28
2016-01-03 02:00:00,4481.0,6889.0,15.59,-0.1,-7.7,-0.0,-9.1,2.28
2016-01-03 03:00:00,4434.0,6433.0,14.43,-0.0,-7.4,-0.0,-9.1,2.28
2016-01-03 04:00:00,4469.0,6633.0,14.96,0.0,-7.4,0.1,-9.4,2.28
2016-01-03 05:00:00,4525.0,6656.0,14.98,-0.0,-7.3,0.1,-9.6,2.28
2016-01-03 06:00:00,4597.0,6864.0,15.53,-0.1,-7.3,0.1,-9.7,2.28
2016-01-03 07:00:00,4755.0,7368.0,15.79,-0.0,-7.1,0.2,-9.4,2.28
2016-01-03 08:00:00,4922.0,7988.0,16.17,-0.0,-7.1,0.2,-9.4,2.28
2016-01-03 09:00:00,5065.0,8574.0,16.44,-0.0,-7.2,0.3,-9.3,2.28
2016-01-03 10:00:00,5107.0,8500.0,16.49,-0.1,-7.2,0.2,-8.6,2.28
2016-01-03 11:00:00,5099.0,8214.0,16.37,-0.1,-7.5,0.3,-8.9,2.28
2016-01-03 12:00:00,5134.0,8290.0,16.35,-0.2,-7.5,0.4,-8.7,2.28
2016-01-03 13:00:00,5113.0,8361.0,16.35,-0.3,-7.6,0.3,-9.2,2.28
2016-01-03 14:00:00,5198.0,8596.0,16.3,-0.3,-7.4,0.2,-9.2,2.28
2016-01-03 15:00:00,5280.0,8834.0,16.45,-0.3,-7.3,0.1,-9.5,2.28
2016-01-03 16:00:00,5378.0,9121.0,17.22,-0.3,-7.4,0.1,-9.4,2.28
2016-01-03 17:00:00,5313.0,8918.0,16.83,-0.3,-7.3,-0.1,-9.5,2.28
2016-01-03 18:00:00,5236.0,8589.0,16.48,-0.3,-7.2,-0.1,-9.6,2.28
2016-01-03 19:00:00,5159.0,8491.0,16.43,-0.4,-7.1,-0.2,-9.7,2.28
2016-01-03 20:00:00,4980.0,8211.0,16.43,-0.4,-7.3,-0.3,-9.7,2.28
2016-01-03 21:00:00,4918.0,8038.0,16.26,-0.4,-7.3,-0.2,-9.4,2.28
2016-01-03 22:00:00,4798.0,7554.0,15.74,-0.4,-7.3,-0.4,-9.4,2.28
2016-01-03 23:00:00,4622.0,7353.0,15.86,-0.3,-7.1,-0.4,-9.2,2.28
2016-01-04 00:00:00,4647.0,7330.0,15.59,-0.4,-7.2,-0.5,-9.3,2.28
2016-01-04 01:00:00,4611.0,7229.0,15.43,-0.5,-7.2,-0.6,-9.1,2.28
2016-01-04 02:00:00,4624.0,7347.0,15.56,-0.5,-7.2,-0.8,-9.1,2.28
2016-01-04 03:00:00,4660.0,7364.0,15.86,-0.5,-7.3,-1.0,-9.1,2.28
2016-01-04 04:00:00,4815.0,7511.0,15.9,-0.7,-7.4,-1.1,-9.1,2.28
2016-01-04 05:00:00,5139.0,8260.0,16.4,-0.8,-7.6,-1.2,-9.2,2.28
2016-01-04 06:00:00,5561.0,9380.0,19.34,-0.9,-7.7,-1.1,-9.1,2.28
2016-01-04 07:00:00,5759.0,9546.0,20.49,-1.3,-8.0,-1.2,-9.3,2.28
2016-01-04 08:00:00,5796.0,9719.0,20.49,-1.4,-8.0,-1.5,-9.5,2.28
2016-01-04 09:00:00,5783.0,9693.0,20.47,-1.4,-7.9,-1.4,-9.6,2.28
2016-01-04 10:00:00,5764.0,9672.0,20.14,-1.2,-7.7,-1.5,-9.6,2.28
2016-01-04 11:00:00,5759.0,9683.0,19.85,-1.2,-7.6,-1.2,-9.0,2.28
2016-01-04 12:00:00,5866.0,9652.0,19.83,-1.3,-7.7,-1.1,-8.7,2.28
2016-01-04 13:00:00,5731.0,9648.0,19.88,-1.3,-7.9,-0.9,-8.3,2.28
2016-01-04 14:00:00,5719.0,9709.0,20.09,-1.4,-7.9,-0.9,-8.2,2.28
2016-01-04 15:00:00,5755.0,9818.0,20.79,-1.5,-7.8,-1.2,-8.5,2.28
2016-01-04 16:00:00,5766.0,9800.0,21.07,-1.4,-7.8,-1.4,-8.8,2.28
2016-01-04 17:00:00,5667.0,9690.0,20.54,-1.3,-7.7,-1.4,-8.9,2.28
2016-01-04 18:00:00,5588.0,9501.0,19.77,-1.2,-7.6,-1.5,-8.9,2.28
2016-01-04 19:00:00,5480.0,9337.0,19.05,-0.7,-7.2,-1.3,-8.6,2.28
2016-01-04 20:00:00,5385.0,9175.0,18.5,-0.7,-7.2,-1.4,-8.6,2.28
2016-01-04 21:00:00,5146.0,9053.0,17.71,-0.8,-7.2,-1.3,-8.5,2.28
2016-01-04 22:00:00,4869.0,8751.0,17.03,-0.7,-6.8,-1.0,-7.7,2.28
2016-01-04 23:00:00,4893.0,8698.0,17.68,-0.7,-6.8,-1.1,-7.8,2.28
2016-01-05 00:00:00,4813.0,8688.0,17.33,-0.6,-6.7,-1.0,-7.9,2.39
2016-01-05 01:00:00,4809.0,8652.0,17.24,-0.6,-6.7,-0.7,-7.7,2.39
2016-01-05 02:00:00,4790.0,8618.0,17.32,-0.6,-6.6,-0.6,-7.6,2.39
2016-01-05 03:00:00,4833.0,8642.0,17.66,-0.7,-6.8,-0.5,-7.6,2.39
2016-01-05 04:00:00,4962.0,8892.0,17.92,-1.3,-7.4,-0.5,-7.4,2.39
2016-01-05 05:00:00,5249.0,9286.0,18.8,-1.3,-7.5,-0.5,-7.5,2.39
2016-01-05 06:00:00,5722.0,9525.0,20.51,-1.4,-7.6,-0.4,-7.5,2.39
2016-01-05 07:00:00,5970.0,9715.0,22.58,-1.4,-7.6,-0.4,-7.6,2.39
2016-01-05 08:00:00,5827.0,9660.0,21.73,-1.7,-7.9,-0.5,-7.6,2.39
2016-01-05 09:00:00,5807.0,9714.0,21.78,-1.8,-8.0,-0.3,-7.3,2.39
2016-01-05 10:00:00,5756.0,9660.0,21.64,-1.6,-7.4,-0.2,-6.8,2.39
2016-01-05 11:00:00,5782.0,9716.0,20.91,-1.5,-7.2,-0.1,-6.9,2.39
2016-01-05 12:00:00,5761.0,9616.0,20.61,-1.4,-7.2,-0.0,-7.0,2.39
2016-01-05 13:00:00,5749.0,9623.0,20.63,-1.4,-7.0,-0.0,-7.0,2.39
2016-01-05 14:00:00,5739.0,9620.0,20.71,-1.5,-7.2,-0.2,-7.2,2.39
2016-01-05 15:00:00,5784.0,9760.0,20.96,-1.8,-7.4,-0.4,-7.3,2.39
2016-01-05 16:00:00,5784.0,9739.0,21.23,-1.9,-7.6,-0.6,-7.5,2.39
2016-01-05 17:00:00,5748.0,9699.0,20.68,-2.2,-8.2,-0.8,-7.7,2.39
2016-01-05 18:00:00,5691.0,9696.0,20.48,-2.4,-8.6,-0.8,-7.7,2.39
2016-01-05 19:00:00,5577.0,9620.0,19.89,-2.4,-8.5,-0.9,-7.8,2.39
2016-01-05 20:00:00,5442.0,9617.0,19.39,-2.4,-8.5,-1.0,-7.9,2.39
2016-01-05 21:00:00,5373.0,9477.0,18.73,-2.6,-8.8,-1.2,-8.0,2.39
2016-01-05 22:00:00,5146.0,9301.0,17.97,-3.0,-9.2,-1.2,-7.9,2.39
2016-01-05 23:00:00,4951.0,9023.0,20.02,-3.4,-9.8,-1.5,-8.0,2.39
2016-01-06 00:00:00,4879.0,9199.0,19.63,-3.8,-10.2,-1.7,-8.1,2.33
2016-01-06 01:00:00,4857.0,9142.0,19.33,-4.2,-10.7,-1.9,-8.3,2.33
2016-01-06 02:00:00,4829.0,9107.0,19.35,-4.4,-10.9,-2.2,-8.7,2.33
2016-01-06 03:00:00,4876.0,9117.0,19.51,-4.7,-11.1,-2.5,-8.9,2.33
2016-01-06 04:00:00,4992.0,9127.0,19.81,-4.9,-11.4,-2.7,-9.1,2.33
2016-01-06 05:00:00,5365.0,9353.0,20.5,-5.0,-11.4,-2.8,-9.2,2.33
2016-01-06 06:00:00,5893.0,9627.0,22.06,-5.0,-11.3,-2.9,-9.3,2.33
2016-01-06 07:00:00,6094.0,9655.0,25.19,-4.6,-10.8,-3.0,-9.6,2.33
2016-01-06 08:00:00,6057.0,9351.0,28.24,-4.4,-10.5,-3.1,-9.8,2.33
2016-01-06 09:00:00,6001.0,9343.0,34.97,-4.6,-10.6,-3.1,-9.9,2.33
2016-01-06 10:00:00,5930.0,9326.0,37.95,-4.6,-10.5,-2.6,-9.6,2.33
2016-01-06 11:00:00,5858.0,9316.0,37.37,-4.4,-10.3,-2.2,-9.1,2.33
2016-01-06 12:00:00,5671.0,9204.0,36.61,-4.3,-10.1,-1.9,-8.7,2.33
2016-01-06 13:00:00,5756.0,9482.0,29.75,-4.3,-10.0,-1.8,-8.5,2.33
2016-01-06 14:00:00,5789.0,9823.0,28.17,-4.2,-10.0,-1.8,-8.4,2.33
2016-01-06 15:00:00,5932.0,9792.0,28.23,-4.1,-10.1,-2.1,-8.8,2.33
2016-01-06 16:00:00,5933.0,9774.0,29.6,-4.2,-10.3,-2.4,-9.1,2.33
2016-01-06 17:00:00,5862.0,9780.0,28.19,-4.3,-10.5,-2.5,-9.3,2.33
2016-01-06 18:00:00,5782.0,9942.0,26.87,-4.2,-10.4,-2.6,-9.5,2.33
2016-01-06 19:00:00,5677.0,9745.0,24.87,-3.8,-9.9,-2.6,-9.7,2.33
2016-01-06 20:00:00,5614.0,9658.0,22.06,-3.8,-9.9,-2.6,-9.8,2.33
2016-01-06 21:00:00,5473.0,9455.0,20.47,-3.7,-9.8,-2.7,-10.0,2.33
2016-01-06 22:00:00,5229.0,9469.0,19.37,-3.5,-9.5,-2.8,-10.2,2.33
2016-01-06 23:00:00,5089.0,9169.0,21.94,-3.5,-9.4,-2.9,-10.2,2.33
2016-01-07 00:00:00,5018.0,9165.0,21.75,-3.5,-9.4,-3.0,-10.6,2.37
2016-01-07 01:00:00,4967.0,9073.0,21.5,-3.6,-9.7,-3.0,-10.8,2.37
2016-01-07 02:00:00,4947.0,8991.0,21.52,-3.7,-9.9,-3.1,-10.9,2.37
2016-01-07 03:00:00,4995.0,9068.0,21.6,-3.8,-10.1,-3.1,-11.0,2.37
2016-01-07 04:00:00,5163.0,8971.0,21.62,-3.8,-10.2,-3.2,-11.2,2.37
2016-01-07 05:00:00,5510.0,9291.0,22.16,-3.9,-10.4,-3.3,-11.2,2.37
2016-01-07 06:00:00,5957.0,9702.0,27.8,-3.9,-10.5,-3.2,-11.2,2.37
2016-01-07 07:00:00,6090.0,9645.0,30.48,-3.9,-10.4,-3.3,-11.5,2.37
2016-01-07 08:00:00,6077.0,9535.0,29.34,-4.0,-10.4,-3.3,-11.7,2.37
2016-01-07 09:00:00,6075.0,9574.0,29.27,-4.0,-10.5,-3.3,-11.9,2.37
2016-01-07 10:00:00,6026.0,9543.0,27.04,-3.8,-10.2,-3.3,-11.8,2.37
2016-01-07 11:00:00,5968.0,9367.0,28.44,-3.8,-10.3,-3.0,-11.4,2.37
2016-01-07 12:00:00,5925.0,9398.0,26.08,-3.6,-10.2,-3.0,-11.2,2.37
2016-01-07 13:00:00,6007.0,9254.0,24.85,-3.5,-9.9,-2.8,-11.1,2.37
2016-01-07 14:00:00,6026.0,9404.0,23.6,-3.4,-9.7,-2.8,-11.1,2.37
2016-01-07 15:00:00,6096.0,9472.0,23.0,-3.3,-9.7,-2.7,-11.2,2.37
2016-01-07 16:00:00,6062.0,9492.0,24.82,-3.0,-9.5,-2.5,-10.8,2.37
2016-01-07 17:00:00,5981.0,9406.0,22.9,-3.3,-9.8,-2.3,-10.1,2.37
2016-01-07 18:00:00,5903.0,9456.0,21.71,-3.0,-9.6,-2.2,-9.9,2.37
2016-01-07 19:00:00,5819.0,9312.0,21.25,-3.1,-9.6,-2.0,-9.8,2.37
2016-01-07 20:00:00,5696.0,9161.0,21.47,-2.8,-8.8,-1.5,-9.3,2.37
2016-01-07 21:00:00,5507.0,8981.0,21.22,-2.4,-8.1,-1.1,-8.9,2.37
2016-01-07 22:00:00,5280.0,8698.0,20.26,-2.3,-7.9,-0.9,-8.2,2.37
2016-01-07 23:00:00,5018.0,7513.0,21.06,-2.1,-7.9,-0.7,-8.1,2.37
2016-01-08 00:00:00,4917.0,7161.0,20.16,-2.1,-8.1,-0.4,-7.7,2.35
2016-01-08 01:00:00,4898.0,7052.0,19.78,-2.5,-8.5,-0.3,-7.3,2.35
2016-01-08 02:00:00,4925.0,6884.0,19.38,-2.1,-8.2,-0.4,-7.3,2.35
2016-01-08 03:00:00,4932.0,6534.0,18.61,-2.2,-8.4,-0.5,-7.3,2.35
2016-01-08 04:00:00,5046.0,7318.0,20.54,-2.3,-8.7,-0.7,-7.3,2.35
2016-01-08 05:00:00,5429.0,8467.0,22.02,-2.6,-9.1,-0.7,-7.1,2.35
2016-01-08 06:00:00,5811.0,9031.0,24.42,-2.8,-9.4,-0.8,-7.1,2.35
2016-01-08 07:00:00,6008.0,9276.0,27.98,-3.2,-9.9,-0.9,-7.1,2.35
2016-01-08 08:00:00,6015.0,9448.0,26.6,-3.6,-10.4,-1.0,-7.0,2.35
2016-01-08 09:00:00,6064.0,9499.0,25.55,-3.8,-10.7,-1.0,-6.8,2.35
2016-01-08 10:00:00,6035.0,9544.0,25.76,-3.9,-10.6,-0.6,-6.1,2.35
2016-01-08 11:00:00,6020.0,9499.0,25.13,-4.1,-10.8,-0.4,-5.8,2.35
2016-01-08 12:00:00,5906.0,9443.0,25.58,-4.2,-10.9,-0.2,-5.5,2.35
2016-01-08 13:00:00,5844.0,9540.0,27.6,-4.2,-10.9,-0.1,-5.3,2.35
2016-01-08 14:00:00,5887.0,9719.0,30.81,-4.3,-10.8,-0.1,-5.2,2.35
2016-01-08 15:00:00,5989.0,9711.0,35.97,-4.3,-10.7,-0.5,-5.5,2.35
2016-01-08 16:00:00,5947.0,9737.0,43.56,-4.3,-10.6,-0.6,-5.7,2.35
2016-01-08 17:00:00,5883.0,9764.0,45.47,-4.4,-10.6,-0.5,-5.9,2.35
2016-01-08 18:00:00,5831.0,9697.0,38.81,-4.4,-10.7,-0.6,-6.2,2.35
2016-01-08 19:00:00,5712.0,9603.0,28.57,-4.1,-10.4,-0.7,-6.4,2.35
2016-01-08 20:00:00,5573.0,9550.0,25.09,-4.2,-10.5,-0.7,-6.6,2.35
2016-01-08 21:00:00,5444.0,9496.0,24.32,-4.3,-10.6,-0.8,-6.9,2.35
2016-01-08 22:00:00,5254.0,9166.0,22.66,-4.4,-10.8,-0.6,-6.5,2.35
2016-01-08 23:00:00,5226.0,9154.0,24.51,-4.4,-10.9,-0.7,-6.5,2.35
2016-01-09 00:00:00,5145.0,9066.0,23.44,-4.2,-10.6,-0.6,-6.6,2.47
2016-01-09 01:00:00,5007.0,8709.0,22.79,-4.1,-10.5,-0.7,-6.9,2.47
2016-01-09 02:00:00,5001.0,8445.0,22.49,-3.9,-10.2,-0.6,-6.9,2.47
2016-01-09 03:00:00,4942.0,8236.0,21.96,-3.8,-10.0,-0.6,-7.2,2.47
2016-01-09 04:00:00,4972.0,8276.0,22.25,-3.7,-10.0,-0.6,-7.4,2.47
2016-01-09 05:00:00,5050.0,8405.0,22.39,-3.5,-9.8,-0.5,-7.6,2.47
2016-01-09 06:00:00,5238.0,9068.0,22.97,-3.3,-9.5,-0.4,-7.5,2.47
2016-01-09 07:00:00,5434.0,9372.0,23.95,-2.4,-8.6,-0.4,-7.6,2.47
2016-01-09 08:00:00,5553.0,9449.0,24.7,-2.3,-8.5,-0.2,-7.5,2.47
2016-01-09 09:00:00,5694.0,9445.0,26.49,-2.1,-8.2,-0.1,-7.6,2.47
2016-01-09 10:00:00,5755.0,9449.0,26.93,-2.0,-8.3,0.3,-7.1,2.47
2016-01-09 11:00:00,5733.0,9496.0,26.32,-2.1,-8.5,0.4,-7.2,2.47
2016-01-09 12:00:00,5709.0,9552.0,25.32,-2.2,-8.7,0.4,-7.3,2.47
2016-01-09 13:00:00,5720.0,9522.0,24.85,-2.4,-8.9,0.5,-7.3,2.47
2016-01-09 14:00:00,5724.0,9502.0,26.13,-2.7,-9.1,0.4,-7.6,2.47
2016-01-09 15:00:00,5755.0,9527.0,27.87,-2.7,-9.6,0.2,-7.8,2.47
2016-01-09 16:00:00,5790.0,9604.0,29.09,-2.8,-9.9,0.1,-7.9,2.47
2016-01-09 17:00:00,5770.0,9557.0,27.87,-3.1,-10.2,-0.0,-8.2,2.47
2016-01-09 18:00:00,5676.0,9450.0,24.63,-3.3,-10.5,0.0,-8.2,2.47
2016-01-09 19:00:00,5510.0,9314.0,23.13,-2.9,-10.1,0.0,-8.0,2.47
2016-01-09 20:00:00,5329.0,8932.0,22.57,-2.9,-10.1,0.1,-8.1,2.47
2016-01-09 21:00:00,5221.0,8223.0,22.07,-2.8,-10.2,0.3,-8.0,2.47
2016-01-09 22:00:00,5079.0,7858.0,21.26,-3.0,-10.3,0.3,-7.8,2.47
2016-01-09 23:00:00,4929.0,7058.0,21.32,-3.1,-10.6,0.2,-7.9,2.47
2016-01-10 00:00:00,4875.0,6690.0,19.93,-3.3,-10.8,0.1,-7.9,2.47
2016-01-10 01:00:00,4816.0,6448.0,19.65,-3.6,-11.1,0.2,-7.9,2.47
2016-01-10 02:00:00,4787.0,6390.0,19.43,-3.7,-11.5,0.4,-7.8,2.47
2016-01-10 03:00:00,4790.0,6309.0,19.25,-3.9,-11.8,0.7,-7.7,2.47
2016-01-10 04:00:00,4823.0,6332.0,19.39,-4.1,-11.8,0.9,-7.5,2.47
2016-01-10 05:00:00,4869.0,6289.0,19.33,-4.1,-11.7,1.3,-7.2,2.47
2016-01-10 06:00:00,4925.0,6493.0,19.57,-4.0,-11.6,1.4,-7.3,2.47
2016-01-10 07:00:00,5095.0,7071.0,19.49,-1.5,-8.6,1.6,-6.9,2.47
2016-01-10 08:00:00,5208.0,7533.0,20.15,-0.7,-7.2,2.1,-6.5,2.47
2016-01-10 09:00:00,5327.0,7775.0,20.95,0.2,-6.0,2.2,-6.6,2.47
2016-01-10 10:00:00,5423.0,8117.0,21.59,0.6,-5.1,2.1,-6.6,2.47
2016-01-10 11:00:00,5416.0,8166.0,21.83,0.4,-4.8,2.1,-6.5,2.47
2016-01-10 12:00:00,5441.0,7976.0,21.33,0.6,-4.9,2.3,-6.4,2.47
2016-01-10 13:00:00,5391.0,7917.0,21.22,0.8,-4.5,2.5,-6.3,2.47
2016-01-10 14:00:00,5220.0,8263.0,21.98,1.0,-4.2,2.7,-6.0,2.47
2016-01-10 15:00:00,5390.0,9078.0,23.16,1.3,-3.5,3.1,-5.5,2.47
2016-01-10 16:00:00,5418.0,9251.0,25.76,1.7,-2.8,3.4,-4.9,2.47
2016-01-10 17:00:00,5394.0,9313.0,24.92,2.2,-2.0,3.7,-4.5,2.47
2016-01-10 18:00:00,5368.0,9301.0,24.34,2.3,-1.5,3.9,-4.3,2.47
2016-01-10 19:00:00,5338.0,9156.0,23.79,2.6,-1.0,3.9,-4.1,2.47
2016-01-10 20:00:00,5238.0,9004.0,23.04,2.7,-0.9,3.8,-4.0,2.47
2016-01-10 21:00:00,5103.0,8524.0,22.34,2.6,-1.1,4.0,-3.4,2.47
2016-01-10 22:00:00,4885.0,7948.0,21.69,2.5,-1.1,4.5,-2.4,2.47
2016-01-10 23:00:00,4750.0,7505.0,21.37,2.5,-0.9,4.5,-2.3,2.47
2016-01-11 00:00:00,4645.0,6974.0,20.04,2.4,-1.0,4.4,-2.3,2.47
2016-01-11 01:00:00,4584.0,6783.0,19.78,2.4,-1.3,4.3,-2.4,2.47
2016-01-11 02:00:00,4577.0,6529.0,19.36,2.2,-1.6,4.3,-2.2,2.47
2016-01-11 03:00:00,4590.0,6680.0,19.68,1.9,-2.1,4.2,-2.2,2.47
2016-01-11 04:00:00,4735.0,7634.0,21.56,1.5,-2.9,4.0,-2.2,2.47
2016-01-11 05:00:00,5166.0,8873.0,24.24,1.1,-3.7,3.9,-2.4,2.47
2016-01-11 06:00:00,5546.0,9219.0,40.28,0.8,-4.2,3.9,-2.5,2.47
2016-01-11 07:00:00,5653.0,9160.0,45.93,1.3,-3.9,3.8,-2.5,2.47
2016-01-11 08:00:00,5592.0,9188.0,44.0,1.2,-4.0,3.9,-2.3,2.47
2016-01-11 09:00:00,5583.0,9356.0,41.94,1.2,-4.1,4.0,-2.2,2.47
2016-01-11 10:00:00,5541.0,9375.0,40.62,1.1,-4.4,4.0,-1.8,2.47
2016-01-11 11:00:00,5500.0,9328.0,41.31,1.0,-4.6,4.2,-1.5,2.47
2016-01-11 12:00:00,5530.0,9276.0,41.09,1.0,-4.7,4.2,-1.3,2.47
2016-01-11 13:00:00,5527.0,9413.0,38.6,0.8,-5.0,4.3,-1.1,2.47
2016-01-11 14:00:00,5541.0,9575.0,37.5,0.7,-5.1,4.3,-1.1,2.47
2016-01-11 15:00:00,5608.0,9459.0,37.95,0.6,-5.3,4.1,-1.4,2.47
2016-01-11 16:00:00,5547.0,9465.0,44.69,0.6,-5.3,4.1,-1.3,2.47
2016-01-11 17:00:00,5498.0,9414.0,42.88,0.4,-5.4,3.8,-1.7,2.47
2016-01-11 18:00:00,5471.0,9492.0,38.72,0.3,-5.5,3.7,-1.9,2.47
2016-01-11 19:00:00,5403.0,9462.0,27.87,0.7,-5.0,3.7,-1.8,2.47
2016-01-11 20:00:00,5301.0,9419.0,25.45,0.6,-5.2,3.3,-2.0,2.47
2016-01-11 21:00:00,5074.0,8782.0,23.05,0.5,-5.5,3.0,-2.0,2.47
2016-01-11 22:00:00,4777.0,7654.0,21.68,0.4,-5.5,2.7,-1.8,2.47
2016-01-11 23:00:00,4627.0,6622.0,21.11,0.2,-5.7,2.9,-1.7,2.47
2016-01-12 00:00:00,4583.0,6252.0,19.81,0.1,-5.9,2.9,-1.7,2.54
2016-01-12 01:00:00,4506.0,5984.0,19.1,-0.0,-6.1,2.9,-1.7,2.54
2016-01-12 02:00:00,4558.0,5662.0,18.41,-0.0,-6.1,2.9,-1.8,2.54
2016-01-12 03:00:00,4606.0,5948.0,19.0,-0.1,-6.1,2.8,-1.8,2.54
2016-01-12 04:00:00,4781.0,6784.0,20.91,-0.3,-6.2,2.7,-1.8,2.54
2016-01-12 05:00:00,5193.0,8589.0,22.93,-0.4,-6.4,2.5,-1.9,2.54
2016-01-12 06:00:00,5621.0,9344.0,34.77,-0.5,-6.6,2.2,-2.0,2.54
2016-01-12 07:00:00,5742.0,9380.0,39.53,0.2,-5.7,2.0,-2.0,2.54
2016-01-12 08:00:00,5682.0,9356.0,41.0,0.0,-5.8,2.1,-1.6,2.54
2016-01-12 09:00:00,5635.0,9459.0,38.66,-0.0,-6.0,2.0,-1.4,2.54
2016-01-12 10:00:00,5641.0,9511.0,36.46,-0.1,-6.2,2.2,-1.1,2.54
2016-01-12 11:00:00,5616.0,9547.0,35.0,-0.2,-6.1,2.7,-0.4,2.54
2016-01-12 12:00:00,5593.0,9495.0,33.3,-0.4,-6.2,2.8,-0.3,2.54
