latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
58.94552,5.650224,15.0,7200,Europe/Oslo,CEST

time,temperature_2m (°C),cloud_cover (%),wind_speed_10m (m/s),is_day (),sunshine_duration (s)
2016-09-21T12:00,16.0,17,4.21,1,3600.00
2016-09-21T13:00,16.5,29,4.53,1,3600.00
2016-09-21T14:00,16.8,41,4.88,1,3600.00
2016-09-21T15:00,16.9,55,5.00,1,3600.00
2016-09-21T16:00,16.8,61,5.08,1,3600.00
2016-09-21T17:00,16.5,65,4.96,1,3600.00
2016-09-21T18:00,16.5,48,4.67,1,3600.00
2016-09-21T19:00,16.3,46,4.47,1,3175.24
2016-09-21T20:00,15.9,51,4.15,0,0.00
2016-09-21T21:00,15.6,68,3.99,0,0.00
2016-09-21T22:00,15.6,76,3.94,0,0.00
2016-09-21T23:00,15.5,96,4.00,0,0.00
2016-09-22T00:00,15.4,87,4.22,0,0.00
2016-09-22T01:00,15.3,96,4.61,0,0.00
2016-09-22T02:00,15.3,94,4.53,0,0.00
2016-09-22T03:00,15.3,92,4.39,0,0.00
2016-09-22T04:00,15.2,96,4.18,0,0.00
2016-09-22T05:00,15.2,83,3.96,0,0.00
2016-09-22T06:00,14.9,72,4.10,0,0.00
2016-09-22T07:00,14.9,90,4.60,0,0.00
2016-09-22T08:00,14.9,94,5.09,1,0.00
2016-09-22T09:00,15.1,100,5.66,1,598.90
2016-09-22T10:00,15.4,100,6.16,1,1447.31
2016-09-22T11:00,15.8,93,6.86,1,337.10
2016-09-22T12:00,16.4,100,6.66,1,3600.00
2016-09-22T13:00,16.4,100,6.94,1,1154.15
2016-09-22T14:00,16.1,100,7.33,1,1637.90
2016-09-22T15:00,16.0,100,7.61,1,735.09
2016-09-22T16:00,15.8,100,7.47,1,3600.00
2016-09-22T17:00,15.7,100,7.07,1,677.57
2016-09-22T18:00,15.7,100,7.20,1,72.01
2016-09-22T19:00,15.3,100,6.74,1,0.00
2016-09-22T20:00,15.0,100,6.41,0,0.00
2016-09-22T21:00,14.6,100,6.35,0,0.00
2016-09-22T22:00,14.5,84,6.00,0,0.00
2016-09-22T23:00,14.6,60,6.25,0,0.00
2016-09-23T00:00,14.8,93,6.75,0,0.00
2016-09-23T01:00,14.7,100,6.64,0,0.00
2016-09-23T02:00,14.8,100,6.38,0,0.00
2016-09-23T03:00,14.6,100,6.33,0,0.00
2016-09-23T04:00,14.6,100,6.02,0,0.00
2016-09-23T05:00,14.3,100,5.03,0,0.00
2016-09-23T06:00,14.2,100,4.88,0,0.00
2016-09-23T07:00,14.2,100,5.19,0,0.00
2016-09-23T08:00,14.0,50,4.83,1,0.00
2016-09-23T09:00,14.0,4,4.52,1,2293.90
2016-09-23T10:00,14.6,45,4.65,1,3600.00
2016-09-23T11:00,14.9,68,4.79,1,3600.00
2016-09-23T12:00,15.0,58,5.46,1,3600.00
2016-09-23T13:00,14.3,62,5.40,1,3600.00
2016-09-23T14:00,14.1,40,5.32,1,3600.00
2016-09-23T15:00,14.4,22,5.29,1,3600.00
2016-09-23T16:00,14.8,17,3.90,1,3600.00
2016-09-23T17:00,14.6,17,3.30,1,3600.00
2016-09-23T18:00,14.2,18,2.70,1,3600.00
2016-09-23T19:00,13.6,47,3.10,1,3247.55
2016-09-23T20:00,12.5,49,2.10,0,0.00
2016-09-23T21:00,12.2,38,2.94,0,0.00
2016-09-23T22:00,11.8,52,2.97,0,0.00
2016-09-23T23:00,12.9,26,3.31,0,0.00
2016-09-24T00:00,12.8,100,3.71,0,0.00
2016-09-24T01:00,13.0,100,4.63,0,0.00
2016-09-24T02:00,13.3,100,4.77,0,0.00
2016-09-24T03:00,13.5,100,5.32,0,0.00
2016-09-24T04:00,13.7,100,5.64,0,0.00
2016-09-24T05:00,13.9,100,5.74,0,0.00
2016-09-24T06:00,14.2,76,6.13,0,0.00
2016-09-24T07:00,14.2,82,6.84,0,0.00
2016-09-24T08:00,14.3,76,7.52,1,0.00
2016-09-24T09:00,14.7,76,7.77,1,3229.57
2016-09-24T10:00,15.0,95,8.01,1,3600.00
2016-09-24T11:00,15.2,83,8.74,1,3600.00
2016-09-24T12:00,15.9,82,8.27,1,3366.09
2016-09-24T13:00,16.2,67,9.03,1,3600.00
2016-09-24T14:00,16.6,68,9.90,1,3600.00
2016-09-24T15:00,16.6,75,9.90,1,3600.00
2016-09-24T16:00,16.5,100,9.44,1,3600.00
2016-09-24T17:00,16.5,57,9.46,1,2994.89
2016-09-24T18:00,16.4,58,8.73,1,3600.00
2016-09-24T19:00,16.3,61,8.32,1,2844.21
2016-09-24T20:00,16.2,64,8.10,0,0.00
2016-09-24T21:00,16.2,82,8.35,0,0.00
2016-09-24T22:00,16.5,49,8.32,0,0.00
2016-09-24T23:00,16.6,39,8.34,0,0.00
2016-09-25T00:00,16.5,43,8.73,0,0.00
2016-09-25T01:00,16.6,37,9.01,0,0.00
2016-09-25T02:00,16.8,34,9.10,0,0.00
2016-09-25T03:00,17.1,31,9.08,0,0.00
2016-09-25T04:00,17.2,35,8.99,0,0.00
2016-09-25T05:00,17.2,31,8.91,0,0.00
2016-09-25T06:00,17.2,26,8.97,0,0.00
2016-09-25T07:00,17.3,20,9.13,0,0.00
2016-09-25T08:00,17.4,16,9.13,1,0.00
2016-09-25T09:00,17.6,18,9.26,1,3092.40
2016-09-25T10:00,17.9,22,9.21,1,3600.00
2016-09-25T11:00,18.4,9,9.85,1,3600.00
2016-09-25T12:00,19.1,2,9.88,1,3600.00
2016-09-25T13:00,19.3,1,10.58,1,3600.00
2016-09-25T14:00,19.4,2,10.72,1,3600.00
2016-09-25T15:00,19.4,3,10.91,1,3600.00
2016-09-25T16:00,19.2,1,10.54,1,3600.00
2016-09-25T17:00,18.9,1,10.10,1,3600.00
2016-09-25T18:00,18.5,4,10.46,1,3600.00
2016-09-25T19:00,18.2,7,10.17,1,2888.68
2016-09-25T20:00,17.8,53,9.66,0,0.00
2016-09-25T21:00,17.4,67,9.13,0,0.00
2016-09-25T22:00,17.4,90,8.99,0,0.00
2016-09-25T23:00,16.8,100,7.82,0,0.00
2016-09-26T00:00,15.7,100,6.79,0,0.00
2016-09-26T01:00,15.3,56,5.24,0,0.00
2016-09-26T02:00,15.3,51,4.79,0,0.00
2016-09-26T03:00,15.0,37,5.06,0,0.00
2016-09-26T04:00,14.5,32,4.79,0,0.00
2016-09-26T05:00,14.4,39,4.88,0,0.00
2016-09-26T06:00,14.3,19,4.85,0,0.00
2016-09-26T07:00,14.0,16,5.13,0,0.00
2016-09-26T08:00,13.6,32,5.03,1,0.00
2016-09-26T09:00,14.0,45,5.03,1,2954.79
2016-09-26T10:00,14.5,28,5.13,1,3600.00
2016-09-26T11:00,14.9,26,5.16,1,3600.00
2016-09-26T12:00,15.3,31,5.31,1,3600.00
2016-09-26T13:00,15.5,37,5.29,1,3600.00
2016-09-26T14:00,15.8,35,5.11,1,3600.00
2016-09-26T15:00,15.6,42,5.07,1,3600.00
2016-09-26T16:00,15.4,81,4.81,1,3600.00
2016-09-26T17:00,15.0,58,4.33,1,3533.44
2016-09-26T18:00,14.8,60,3.77,1,0.00
2016-09-26T19:00,14.4,65,4.10,1,0.00
2016-09-26T20:00,14.0,86,4.60,0,0.00
2016-09-26T21:00,13.9,100,4.30,0,0.00
2016-09-26T22:00,13.8,100,4.26,0,0.00
2016-09-26T23:00,13.6,100,4.65,0,0.00
2016-09-27T00:00,13.8,94,5.50,0,0.00
2016-09-27T01:00,13.7,37,5.83,0,0.00
2016-09-27T02:00,13.0,58,6.29,0,0.00
2016-09-27T03:00,12.8,45,6.46,0,0.00
2016-09-27T04:00,13.1,60,6.71,0,0.00
2016-09-27T05:00,13.1,52,7.05,0,0.00
2016-09-27T06:00,13.3,58,7.24,0,0.00
2016-09-27T07:00,13.5,77,7.63,0,0.00
2016-09-27T08:00,13.6,81,8.23,1,0.00
2016-09-27T09:00,13.5,100,8.90,1,111.17
2016-09-27T10:00,13.7,100,10.03,1,1809.26
2016-09-27T11:00,14.2,92,10.17,1,0.00
2016-09-27T12:00,14.7,100,10.60,1,849.24
2016-09-27T13:00,15.2,100,11.16,1,0.00
2016-09-27T14:00,15.3,100,11.48,1,0.00
2016-09-27T15:00,15.6,100,12.38,1,0.00
2016-09-27T16:00,15.5,90,14.26,1,0.00
2016-09-27T17:00,15.3,100,15.05,1,0.00
2016-09-27T18:00,15.2,100,13.75,1,0.00
2016-09-27T19:00,15.3,79,11.80,1,0.00
2016-09-27T20:00,14.7,35,8.30,0,0.00
2016-09-27T21:00,14.4,33,6.13,0,0.00
2016-09-27T22:00,14.3,70,6.22,0,0.00
2016-09-27T23:00,14.4,100,8.67,0,0.00
2016-09-28T00:00,14.8,100,8.90,0,0.00
2016-09-28T01:00,14.5,100,9.87,0,0.00
2016-09-28T02:00,14.3,76,10.60,0,0.00
2016-09-28T03:00,14.0,99,11.67,0,0.00
2016-09-28T04:00,13.6,100,12.31,0,0.00
2016-09-28T05:00,13.3,49,11.68,0,0.00
2016-09-28T06:00,13.3,78,11.21,0,0.00
2016-09-28T07:00,13.2,64,10.34,0,0.00
2016-09-28T08:00,13.5,50,9.34,1,0.00
2016-09-28T09:00,13.3,70,8.74,1,506.01
2016-09-28T10:00,13.4,83,8.23,1,1100.82
2016-09-28T11:00,13.5,100,8.32,1,1082.94
2016-09-28T12:00,13.6,76,8.40,1,3600.00
2016-09-28T13:00,13.7,66,7.52,1,3600.00
2016-09-28T14:00,13.8,66,7.43,1,3600.00
2016-09-28T15:00,13.8,100,6.98,1,3600.00
2016-09-28T16:00,13.6,100,6.66,1,2247.83
2016-09-28T17:00,13.5,100,6.30,1,1341.65
2016-09-28T18:00,13.4,86,5.59,1,3600.00
2016-09-28T19:00,13.2,100,4.40,1,867.18
2016-09-28T20:00,13.0,100,3.55,0,0.00
2016-09-28T21:00,13.0,89,3.38,0,0.00
2016-09-28T22:00,13.2,100,4.75,0,0.00
2016-09-28T23:00,13.3,100,6.61,0,0.00
2016-09-29T00:00,13.5,100,8.43,0,0.00
2016-09-29T01:00,13.9,100,8.39,0,0.00
2016-09-29T02:00,15.1,100,8.77,0,0.00
2016-09-29T03:00,16.0,100,9.73,0,0.00
2016-09-29T04:00,16.3,100,9.35,0,0.00
2016-09-29T05:00,16.0,100,9.49,0,0.00
2016-09-29T06:00,15.8,100,11.36,0,0.00
2016-09-29T07:00,15.7,65,10.04,0,0.00
2016-09-29T08:00,15.4,44,10.57,1,0.00
2016-09-29T09:00,14.8,41,11.28,1,0.00
2016-09-29T10:00,13.9,49,12.48,1,3058.15
2016-09-29T11:00,14.1,58,13.18,1,3600.00
2016-09-29T12:00,13.7,42,11.77,1,3600.00
2016-09-29T13:00,13.6,51,13.29,1,3600.00
2016-09-29T14:00,13.3,42,15.03,1,3600.00
2016-09-29T15:00,13.1,55,14.23,1,3600.00
2016-09-29T16:00,12.5,43,14.58,1,2983.58
2016-09-29T17:00,11.7,65,13.92,1,3600.00
2016-09-29T18:00,11.3,59,12.46,1,1474.39
2016-09-29T19:00,11.1,68,11.60,1,208.95
2016-09-29T20:00,11.1,68,11.09,0,0.00
2016-09-29T21:00,10.9,98,10.24,0,0.00
2016-09-29T22:00,11.0,100,9.55,0,0.00
2016-09-29T23:00,11.0,100,8.93,0,0.00
2016-09-30T00:00,10.9,86,9.14,0,0.00
2016-09-30T01:00,10.8,71,8.86,0,0.00
2016-09-30T02:00,10.5,49,8.83,0,0.00
2016-09-30T03:00,10.6,45,8.60,0,0.00
2016-09-30T04:00,10.5,45,8.81,0,0.00
2016-09-30T05:00,10.5,44,8.50,0,0.00
2016-09-30T06:00,10.7,39,8.54,0,0.00
2016-09-30T07:00,10.5,49,8.32,0,0.00
2016-09-30T08:00,10.5,68,7.98,1,0.00
2016-09-30T09:00,11.0,41,8.44,1,873.95
2016-09-30T10:00,11.3,63,8.19,1,2345.69
2016-09-30T11:00,11.7,52,8.17,1,3600.00
2016-09-30T12:00,12.0,33,8.56,1,3600.00
2016-09-30T13:00,12.2,42,8.76,1,3600.00
2016-09-30T14:00,12.4,58,8.81,1,3600.00
2016-09-30T15:00,12.2,48,8.49,1,3600.00
2016-09-30T16:00,11.9,44,8.59,1,3600.00
2016-09-30T17:00,11.8,46,8.22,1,3600.00
2016-09-30T18:00,11.1,43,7.84,1,2751.78
2016-09-30T19:00,10.8,39,8.20,1,1301.86
2016-09-30T20:00,10.7,42,7.31,0,0.00
2016-09-30T21:00,10.5,46,6.92,0,0.00
2016-09-30T22:00,10.5,40,6.28,0,0.00
2016-09-30T23:00,10.7,42,5.38,0,0.00
2016-10-01T00:00,10.5,80,5.40,0,0.00
2016-10-01T01:00,10.5,53,5.30,0,0.00
2016-10-01T02:00,10.7,68,5.30,0,0.00
2016-10-01T03:00,10.9,58,4.80,0,0.00
2016-10-01T04:00,10.5,43,3.95,0,0.00
2016-10-01T05:00,10.4,48,3.13,0,0.00
2016-10-01T06:00,10.2,50,2.70,0,0.00
2016-10-01T07:00,9.8,43,2.30,0,0.00
2016-10-01T08:00,9.9,56,2.10,1,0.00
2016-10-01T09:00,10.3,59,1.52,1,1034.84
2016-10-01T10:00,10.5,64,2.11,1,3600.00
2016-10-01T11:00,11.3,57,2.14,1,3600.00
2016-10-01T12:00,11.5,90,3.05,1,3600.00
2016-10-01T13:00,11.9,81,2.47,1,3600.00
2016-10-01T14:00,11.8,54,1.40,1,3600.00
2016-10-01T15:00,12.0,74,0.71,1,3600.00
2016-10-01T16:00,11.7,73,0.71,1,3600.00
2016-10-01T17:00,11.7,50,0.73,1,3600.00
2016-10-01T18:00,11.3,26,1.22,1,3600.00
2016-10-01T19:00,10.8,19,1.84,1,1396.13
2016-10-01T20:00,10.3,13,2.20,0,0.00
2016-10-01T21:00,9.7,14,2.32,0,0.00
2016-10-01T22:00,9.3,12,2.65,0,0.00
2016-10-01T23:00,9.4,12,2.69,0,0.00
2016-10-02T00:00,9.6,50,3.09,0,0.00
2016-10-02T01:00,9.2,61,3.23,0,0.00
2016-10-02T02:00,8.9,91,3.61,0,0.00
2016-10-02T03:00,8.6,82,3.98,0,0.00
2016-10-02T04:00,8.3,74,4.14,0,0.00
2016-10-02T05:00,8.0,77,4.03,0,0.00
2016-10-02T06:00,7.9,85,3.81,0,0.00
2016-10-02T07:00,7.9,76,3.90,0,0.00
2016-10-02T08:00,7.9,68,3.80,1,0.00
2016-10-02T09:00,8.3,26,3.61,1,1658.40
2016-10-02T10:00,9.3,4,3.14,1,3600.00
2016-10-02T11:00,10.9,4,2.87,1,3600.00
2016-10-02T12:00,12.0,0,2.37,1,3600.00
2016-10-02T13:00,13.1,0,2.28,1,3600.00
2016-10-02T14:00,13.8,15,2.16,1,3600.00
2016-10-02T15:00,14.4,15,1.89,1,3600.00
2016-10-02T16:00,14.8,14,1.75,1,3600.00
2016-10-02T17:00,14.7,17,1.94,1,3600.00
2016-10-02T18:00,14.1,8,2.31,1,3600.00
2016-10-02T19:00,13.3,10,2.31,1,1646.47
2016-10-02T20:00,11.7,4,2.31,0,0.00
2016-10-02T21:00,11.2,2,2.44,0,0.00
2016-10-02T22:00,11.0,2,2.25,0,0.00
2016-10-02T23:00,10.6,0,2.57,0,0.00
2016-10-03T00:00,10.8,0,3.01,0,0.00
2016-10-03T01:00,10.3,0,2.81,0,0.00
2016-10-03T02:00,10.0,0,2.70,0,0.00
2016-10-03T03:00,9.6,0,2.70,0,0.00
2016-10-03T04:00,9.4,0,2.70,0,0.00
2016-10-03T05:00,9.2,0,2.50,0,0.00
2016-10-03T06:00,9.0,0,2.21,0,0.00
2016-10-03T07:00,8.7,0,2.09,0,0.00
2016-10-03T08:00,8.3,0,2.21,1,0.00
2016-10-03T09:00,8.6,0,2.38,1,1978.81
2016-10-03T10:00,10.0,0,2.33,1,3600.00
2016-10-03T11:00,12.0,0,1.90,1,3600.00
2016-10-03T12:00,13.3,0,1.68,1,3600.00
2016-10-03T13:00,14.0,0,0.98,1,3600.00
2016-10-03T14:00,14.5,0,0.28,1,3600.00
2016-10-03T15:00,14.6,0,1.04,1,3600.00
2016-10-03T16:00,14.4,0,1.70,1,3600.00
2016-10-03T17:00,13.6,0,2.22,1,3600.00
2016-10-03T18:00,13.1,0,2.41,1,3600.00
2016-10-03T19:00,10.9,1,2.36,1,1468.32
2016-10-03T20:00,11.8,5,2.16,0,0.00
2016-10-03T21:00,11.9,2,1.44,0,0.00
2016-10-03T22:00,9.4,0,1.53,0,0.00
2016-10-03T23:00,9.6,0,2.02,0,0.00
2016-10-04T00:00,9.4,0,2.34,0,0.00
2016-10-04T01:00,9.2,0,2.78,0,0.00
2016-10-04T02:00,9.1,1,3.06,0,0.00
2016-10-04T03:00,9.2,2,3.00,0,0.00
2016-10-04T04:00,9.0,6,3.20,0,0.00
2016-10-04T05:00,8.8,10,3.61,0,0.00
2016-10-04T06:00,8.6,3,3.93,0,0.00
2016-10-04T07:00,8.6,0,4.02,0,0.00
2016-10-04T08:00,8.8,0,4.12,1,0.00
2016-10-04T09:00,8.8,0,4.30,1,1836.08
2016-10-04T10:00,9.8,0,4.34,1,3600.00
2016-10-04T11:00,11.6,0,4.39,1,3600.00
2016-10-04T12:00,13.1,0,4.58,1,3600.00
2016-10-04T13:00,13.9,0,4.76,1,3600.00
2016-10-04T14:00,14.4,0,4.96,1,3600.00
2016-10-04T15:00,14.7,0,5.02,1,3600.00
2016-10-04T16:00,14.5,0,4.74,1,3600.00
2016-10-04T17:00,13.9,0,4.53,1,3600.00
2016-10-04T18:00,13.3,0,4.38,1,3600.00
2016-10-04T19:00,12.0,0,4.10,1,1153.73
2016-10-04T20:00,10.9,0,4.04,0,0.00
2016-10-04T21:00,10.2,0,4.20,0,0.00
2016-10-04T22:00,10.1,0,4.50,0,0.00
2016-10-04T23:00,9.6,0,4.94,0,0.00
2016-10-05T00:00,9.6,4,5.58,0,0.00
2016-10-05T01:00,9.3,14,5.85,0,0.00
2016-10-05T02:00,9.6,19,6.02,0,0.00
2016-10-05T03:00,9.4,15,5.97,0,0.00
2016-10-05T04:00,8.8,19,5.61,0,0.00
2016-10-05T05:00,8.3,19,5.05,0,0.00
2016-10-05T06:00,8.2,19,4.40,0,0.00
2016-10-05T07:00,8.1,5,4.12,0,0.00
2016-10-05T08:00,7.7,0,3.96,1,0.00
2016-10-05T09:00,7.8,2,3.57,1,1692.26
2016-10-05T10:00,8.7,2,2.91,1,3600.00
2016-10-05T11:00,9.9,0,2.62,1,3600.00
2016-10-05T12:00,11.3,0,2.44,1,3600.00
2016-10-05T13:00,12.0,0,1.89,1,3600.00
2016-10-05T14:00,12.6,0,1.21,1,3600.00
2016-10-05T15:00,13.1,0,0.41,1,3600.00
2016-10-05T16:00,13.2,0,1.17,1,3600.00
2016-10-05T17:00,12.7,0,2.28,1,3600.00
2016-10-05T18:00,11.8,0,3.04,1,3600.00
2016-10-05T19:00,10.2,0,3.62,0,947.19
2016-10-05T20:00,9.6,0,3.81,0,0.00
2016-10-05T21:00,9.6,0,3.79,0,0.00
2016-10-05T22:00,9.3,0,3.55,0,0.00
2016-10-05T23:00,8.6,0,3.16,0,0.00
2016-10-06T00:00,8.3,0,2.92,0,0.00
2016-10-06T01:00,7.9,0,2.73,0,0.00
2016-10-06T02:00,7.3,0,2.64,0,0.00
2016-10-06T03:00,7.1,0,2.73,0,0.00
2016-10-06T04:00,6.8,0,2.73,0,0.00
2016-10-06T05:00,6.6,0,2.87,0,0.00
2016-10-06T06:00,6.8,0,2.91,0,0.00
2016-10-06T07:00,6.8,0,3.09,0,0.00
2016-10-06T08:00,6.7,1,3.22,1,0.00
2016-10-06T09:00,7.3,1,3.38,1,1547.39
2016-10-06T10:00,8.9,7,3.41,1,3600.00
2016-10-06T11:00,11.1,2,3.11,1,3600.00
2016-10-06T12:00,13.1,0,2.12,1,3600.00
2016-10-06T13:00,14.3,0,1.97,1,3600.00
2016-10-06T14:00,15.1,0,2.30,1,3600.00
2016-10-06T15:00,15.5,0,3.01,1,3600.00
2016-10-06T16:00,15.6,0,3.31,1,3600.00
2016-10-06T17:00,15.1,10,3.40,1,3600.00
2016-10-06T18:00,14.0,27,3.01,1,3600.00
2016-10-06T19:00,12.1,29,2.69,0,0.00
2016-10-06T20:00,11.6,29,2.42,0,0.00
2016-10-06T21:00,11.6,29,2.42,0,0.00
2016-10-06T22:00,11.1,26,2.38,0,0.00
2016-10-06T23:00,10.4,29,2.10,0,0.00
2016-10-07T00:00,9.5,29,2.12,0,0.00
2016-10-07T01:00,9.3,24,2.02,0,0.00
2016-10-07T02:00,9.4,24,2.00,0,0.00
2016-10-07T03:00,8.9,26,1.71,0,0.00
2016-10-07T04:00,8.8,26,1.58,0,0.00
2016-10-07T05:00,8.8,23,1.70,0,0.00
2016-10-07T06:00,9.0,21,1.92,0,0.00
2016-10-07T07:00,9.1,14,2.33,0,0.00
2016-10-07T08:00,9.0,19,2.37,1,0.00
2016-10-07T09:00,9.6,26,2.15,1,1220.52
2016-10-07T10:00,10.8,26,2.15,1,3600.00
2016-10-07T11:00,12.1,18,1.58,1,3600.00
2016-10-07T12:00,13.2,10,0.42,1,3600.00
2016-10-07T13:00,13.9,12,1.33,1,3600.00
2016-10-07T14:00,14.4,15,1.81,1,3600.00
2016-10-07T15:00,14.8,1,1.71,1,3600.00
2016-10-07T16:00,14.9,0,1.89,1,3600.00
2016-10-07T17:00,14.3,0,2.62,1,3600.00
2016-10-07T18:00,13.2,0,2.91,1,3600.00
2016-10-07T19:00,12.2,0,2.71,0,352.02
2016-10-07T20:00,10.8,0,2.69,0,0.00
2016-10-07T21:00,10.5,0,2.77,0,0.00
2016-10-07T22:00,10.0,0,2.67,0,0.00
2016-10-07T23:00,9.6,0,2.43,0,0.00
2016-10-08T00:00,9.3,1,2.01,0,0.00
2016-10-08T01:00,9.0,3,1.75,0,0.00
2016-10-08T02:00,8.6,5,1.97,0,0.00
2016-10-08T03:00,8.4,1,2.28,0,0.00
2016-10-08T04:00,8.1,3,2.43,0,0.00
2016-10-08T05:00,7.9,2,2.43,0,0.00
2016-10-08T06:00,7.8,3,2.53,0,0.00
2016-10-08T07:00,7.7,1,2.47,0,0.00
2016-10-08T08:00,7.6,3,2.53,1,0.00
2016-10-08T09:00,8.8,0,2.38,1,1140.95
2016-10-08T10:00,10.0,3,2.33,1,3600.00
2016-10-08T11:00,10.7,4,1.82,1,3600.00
2016-10-08T12:00,11.1,4,2.02,1,3600.00
2016-10-08T13:00,11.5,8,1.72,1,3600.00
2016-10-08T14:00,12.0,38,1.58,1,3600.00
2016-10-08T15:00,12.3,76,1.55,1,3600.00
2016-10-08T16:00,12.3,87,1.91,1,3600.00
2016-10-08T17:00,12.0,53,2.51,1,3600.00
2016-10-08T18:00,11.1,31,3.00,1,3600.00
2016-10-08T19:00,9.6,22,3.23,0,59.62
2016-10-08T20:00,8.9,23,3.01,0,0.00
2016-10-08T21:00,8.3,11,2.63,0,0.00
2016-10-08T22:00,8.3,3,2.28,0,0.00
2016-10-08T23:00,8.2,1,2.00,0,0.00
2016-10-09T00:00,7.7,2,1.94,0,0.00
2016-10-09T01:00,7.5,3,2.01,0,0.00
2016-10-09T02:00,7.4,42,2.00,0,0.00
2016-10-09T03:00,7.5,40,1.80,0,0.00
2016-10-09T04:00,7.1,42,1.90,0,0.00
2016-10-09T05:00,7.0,85,2.21,0,0.00
2016-10-09T06:00,7.0,40,2.52,0,0.00
2016-10-09T07:00,6.8,0,2.65,0,0.00
2016-10-09T08:00,6.8,3,2.38,0,0.00
2016-10-09T09:00,6.7,2,2.53,1,951.30
2016-10-09T10:00,7.8,5,2.72,1,3600.00
2016-10-09T11:00,9.2,4,2.12,1,3600.00
2016-10-09T12:00,9.0,6,2.47,1,3600.00
2016-10-09T13:00,9.5,29,2.66,1,3600.00
2016-10-09T14:00,9.8,58,2.37,1,3600.00
2016-10-09T15:00,10.3,57,2.51,1,3600.00
2016-10-09T16:00,10.8,22,2.72,1,3600.00
2016-10-09T17:00,10.9,31,3.00,1,3600.00
2016-10-09T18:00,10.7,31,3.14,1,3600.00
2016-10-09T19:00,10.1,21,3.24,0,0.00
2016-10-09T20:00,10.1,16,3.36,0,0.00
2016-10-09T21:00,9.7,11,3.58,0,0.00
2016-10-09T22:00,9.4,10,3.64,0,0.00
2016-10-09T23:00,9.4,13,3.77,0,0.00
2016-10-10T00:00,9.4,16,3.08,0,0.00
2016-10-10T01:00,9.4,32,3.58,0,0.00
2016-10-10T02:00,9.5,25,3.83,0,0.00
2016-10-10T03:00,9.5,10,3.86,0,0.00
2016-10-10T04:00,9.6,3,3.72,0,0.00
2016-10-10T05:00,9.6,10,3.67,0,0.00
2016-10-10T06:00,10.0,15,3.62,0,0.00
2016-10-10T07:00,10.2,20,3.22,0,0.00
2016-10-10T08:00,10.2,60,2.84,0,0.00
2016-10-10T09:00,10.2,58,2.95,1,0.00
2016-10-10T10:00,10.5,46,3.36,1,3600.00
2016-10-10T11:00,10.9,40,3.20,1,3600.00
2016-10-10T12:00,11.5,26,3.44,1,3600.00
2016-10-10T13:00,12.1,26,3.75,1,3600.00
2016-10-10T14:00,12.1,42,3.72,1,2249.93
2016-10-10T15:00,12.6,83,3.06,1,3600.00
2016-10-10T16:00,12.8,53,2.70,1,3600.00
2016-10-10T17:00,12.5,54,2.55,1,3600.00
2016-10-10T18:00,12.1,36,2.62,1,3600.00
2016-10-10T19:00,11.4,26,2.47,0,0.00
2016-10-10T20:00,10.3,18,2.13,0,0.00
2016-10-10T21:00,9.3,17,1.88,0,0.00
2016-10-10T22:00,8.7,7,2.00,0,0.00
2016-10-10T23:00,8.3,3,2.25,0,0.00
2016-10-11T00:00,8.5,4,2.41,0,0.00
2016-10-11T01:00,7.9,14,1.77,0,0.00
2016-10-11T02:00,7.7,15,1.56,0,0.00
2016-10-11T03:00,7.4,4,1.39,0,0.00
2016-10-11T04:00,7.5,3,1.26,0,0.00
2016-10-11T05:00,7.3,1,1.30,0,0.00
2016-10-11T06:00,6.9,3,1.53,0,0.00
2016-10-11T07:00,6.9,5,1.70,0,0.00
2016-10-11T08:00,6.8,4,2.00,0,0.00
2016-10-11T09:00,7.3,4,2.35,1,528.87
2016-10-11T10:00,8.1,3,2.31,1,3600.00
2016-10-11T11:00,8.8,4,1.84,1,3600.00
2016-10-11T12:00,9.2,2,2.25,1,3600.00
2016-10-11T13:00,9.7,6,1.75,1,3600.00
2016-10-11T14:00,10.1,6,0.95,1,3600.00
2016-10-11T15:00,10.5,8,0.54,1,3600.00
2016-10-11T16:00,10.6,4,1.56,1,3600.00
2016-10-11T17:00,10.2,4,2.19,1,3600.00
2016-10-11T18:00,9.1,7,2.62,1,3600.00
2016-10-11T19:00,9.8,13,2.56,0,0.00
2016-10-11T20:00,9.7,18,2.06,0,0.00
2016-10-11T21:00,8.4,20,1.58,0,0.00
2016-10-11T22:00,7.6,30,1.39,0,0.00
2016-10-11T23:00,8.2,30,2.09,0,0.00
2016-10-12T00:00,7.9,52,3.80,0,0.00
2016-10-12T01:00,7.5,45,4.30,0,0.00
2016-10-12T02:00,7.4,39,3.81,0,0.00
2016-10-12T03:00,7.0,36,3.18,0,0.00
2016-10-12T04:00,6.9,25,2.73,0,0.00
2016-10-12T05:00,6.5,22,2.45,0,0.00
2016-10-12T06:00,6.3,7,2.20,0,0.00
2016-10-12T07:00,6.1,8,2.02,0,0.00
2016-10-12T08:00,6.3,5,1.84,0,0.00
2016-10-12T09:00,6.3,5,1.84,1,258.54
2016-10-12T10:00,7.2,10,1.73,1,3600.00
2016-10-12T11:00,8.3,7,1.26,1,3600.00
2016-10-12T12:00,8.7,11,1.81,1,3600.00
2016-10-12T13:00,9.2,7,1.14,1,3600.00
